origin,index,city_name,street_name,block,lot,community_board
w9ak-ipjda,1,NEW YORK,6TH AVENUE,1264,5,105
w9ak-ipjda,2,L.I.C.,OCEAN TERRACE,683,1,502
w9ak-ipjda,3,BROOKLYN,3 AVE,6133,56,310
w9ak-ipjda,4,BROOKLYN,LOTT STREET,5136,58,317
w9ak-ipjda,5,BROOKLYN,AVENUE  N,7665,4,314
w9ak-ipjda,6,BROOKLYN,FRANKLIN AVENUE,1927,6,303
w9ak-ipjda,7,BROOKLYN,BAY 10 STREET,6460,310,311
w9ak-ipjda,8,LIC,W 17TH STREET,741,10,104
w9ak-ipjda,9,BROOKLYN,E 26 ST,6832,64,315
w9ak-ipjda,10,BROOKLYN,60TH STREET,5519,34,312
w9ak-ipjda,11,BROOKLYN,BAY 34 ST,6861,67,311
w9ak-ipjda,12,ROCKAWAY POINT,BEACH 215 STREET,16350,400,414
