data-cityofnewyork-us.iz2q-9x8d.csv,0.39814815
data-cityofnewyork-us.nyis-y4yr.csv,0.32283464
data-cityofnewyork-us.ipu4-2q9a.csv,0.10638298
data-cityofnewyork-us.w9ak-ipjd.csv,0.10559006
data-cityofnewyork-us.bty7-2jhb.csv,0.083333336
data-cityofnewyork-us.rbx6-tga4.csv,0.03968254
data-cityofnewyork-us.uwyv-629c.csv,0.037383176
data-cityofnewyork-us.56u5-n9sa.csv,0.036697246
data-cityofnewyork-us.ck4n-5h6x.csv,0.036363635
data-cityofnewyork-us.ubdi-jgw2.csv,0.036363635
data-cityofnewyork-us.eukp-v77b.csv,0.035714287
data-cityofnewyork-us.tphr-wtjd.csv,0.035714287
data-cityofnewyork-us.dm9a-ab7w.csv,0.03448276
data-cityofnewyork-us.kyvb-rbwd.csv,0.034188036
data-cityofnewyork-us.did2-qzw3.csv,0.02970297
data-cityofnewyork-us.kfp4-dz4h.csv,0.029239766
data-cityofnewyork-us.hpid-63r5.csv,0.028571429
data-cityofnewyork-us.9rz4-mjek.csv,0.028301887
data-cityofnewyork-us.tesw-yqqr.csv,0.027522936
data-cityofnewyork-us.wf9c-gupx.csv,0.027522936
data-cityofnewyork-us.qchy-end3.csv,0.027272727
data-cityofnewyork-us.63bz-5n3b.csv,0.027027028
data-cityofnewyork-us.f72e-3i4c.csv,0.027027028
data-cityofnewyork-us.jzhd-m6uv.csv,0.027027028
data-cityofnewyork-us.4hbx-ab3c.csv,0.026785715
data-cityofnewyork-us.c4p6-rvjs.csv,0.026785715
data-cityofnewyork-us.8fei-z6rz.csv,0.026785715
data-cityofnewyork-us.pu45-qynj.csv,0.026785715
data-cityofnewyork-us.uxsz-6j5j.csv,0.026785715
data-cityofnewyork-us.6pv9-jmn5.csv,0.026548672
data-cityofnewyork-us.wvts-6tdf.csv,0.026548672
data-cityofnewyork-us.vvj6-d5qx.csv,0.026548672
data-cityofnewyork-us.bzxi-2tsw.csv,0.02631579
data-cityofnewyork-us.f4rp-2kvy.csv,0.02631579
data-cityofnewyork-us.xirx-msjc.csv,0.02631579
data-cityofnewyork-us.9a87-6m4x.csv,0.026086956
data-cityofnewyork-us.5fn4-dr26.csv,0.02586207
data-cityofnewyork-us.kj4p-ruqc.csv,0.02586207
data-cityofnewyork-us.un8d-rbed.csv,0.02586207
data-cityofnewyork-us.paab-n3s5.csv,0.02586207
data-cityofnewyork-us.qy7q-cb9e.csv,0.02586207
data-cityofnewyork-us.59kj-x8nc.csv,0.025641026
data-cityofnewyork-us.xphq-immx.csv,0.025641026
data-cityofnewyork-us.yvxd-uipr.csv,0.025641026
data-cityofnewyork-us.hu6m-9cfi.csv,0.025423728
data-cityofnewyork-us.rfu7-paqe.csv,0.025423728
data-cityofnewyork-us.va74-3m6c.csv,0.025210084
data-cityofnewyork-us.bheb-sjfi.csv,0.025
data-cityofnewyork-us.cp6j-7bjj.csv,0.025
data-cityofnewyork-us.vn4m-mk4t.csv,0.025
